,J,C_J,Q,C_Q
644,0.0,1651.9698521605305,0.30581589087219613,1052.518657868989
645,0.0,-242.94062614975428,0.3017491806289889,1059.3100104956602
646,0.0,1077.415916501508,0.29773654936547506,1046.3627123066017
647,0.0,1064.9778797810413,0.29377727793770925,1047.1691281034919
648,0.0,2786.5275781933215,0.2898706567649903,1047.8459810178774
649,0.0,2859.5260045106443,0.28601598570268794,1066.4556432907257
650,0.0,1753.77579125514,0.28221257391676025,1085.8257058377112
651,0.0,-16.41984420525523,0.2784597397599398,1093.67753699662
652,0.0,1366.8830561674147,0.2747568106495669,1083.0898302861488
653,0.0,352.96379229774743,0.27110312294704697,1086.9115287878913
654,0.0,753.6160368065897,0.26749802183891036,1080.1715682909926
655,0.0,690.4852189697366,0.26394086121945554,1077.6050686743956
656,0.0,752.8950921070704,0.2604310035749509,1074.380956371997
657,0.0,1030.8024262826125,0.25696781986937817,1071.8069469147777
658,0.0,1027.8566362955496,0.25355068943169395,1072.127805521889
659,0.0,1603.5999708365189,0.2501789998445914,1072.4179788166339
660,0.0,1618.4298859958326,0.2468521468347406,1078.7054785128475
661,0.0,-848.8296476932051,0.2435695341644888,1085.1474564919718
662,0.0,2015.2652790618727,0.2403305735250009,1065.8888143285003
663,0.0,1790.140027638732,0.23713468443082084,1076.4644943187286
664,0.0,1416.319835982847,0.23398129411583488,1084.695119606632
665,0.0,-179.03251915142096,0.23086983743061923,1089.031784564787
666,0.0,1511.1463057868584,0.22779975674115166,1076.7501958236262
667,0.0,3011.522831317423,0.22477050182887087,1082.0746365089062
668,0.0,1476.4851297290172,0.22178152979206478,1103.0279993351287
669,0.0,503.56525397845365,0.21883230494856973,1107.9913861031391
670,0.0,-950.7402916308745,0.215922298739764,1102.8201908320816
671,0.0,1827.5337650720385,0.21305098963583824,1082.4999794609266
672,0.0,919.150111072885,0.21021786304232487,1091.1201228470927
673,0.0,2105.7911634792736,0.2074224112078713,1090.2779365041033
674,0.0,548.3817421463642,0.20466413313323914,1101.7965944570124
675,0.0,1377.7191168578981,0.20194253448151367,1097.09223760437
676,0.0,380.4045196226258,0.1992571274895074,1101.0268117383066
677,0.0,2725.998530540865,0.19660743088034174,1094.5726921510422
678,0.0,692.183075452582,0.19399296977719102,1112.5518435108424
679,0.0,590.0164861061305,0.19141327561817414,1109.3454172134743
680,0.0,1290.6560290273428,0.18886788607237714,1105.0747556104125
681,0.0,1740.4675073741855,0.18635634495699333,1108.1024225794472
682,0.0,2067.1386703522844,0.18387820215556494,1115.8156257812625
683,0.0,1003.1440231060583,0.1814330135373117,1126.9316535974322
684,0.0,854.5651319197792,0.17902034087753282,1126.9644038381193
685,0.0,1228.0628398852123,0.17663975177906732,1125.4494572956191
686,0.0,2203.345718993568,0.1742908195947983,1127.8251118777562
687,0.0,536.0547602698844,0.1719731233511883,1140.359963117271
688,0.0,870.4432809931418,0.16968624767283147,1135.5272002034153
689,0.0,1869.1983599041546,0.1674297827080087,1134.1776510470945
690,0.0,112.20922648190992,0.16520332405523308,1143.231800629428
691,0.0,762.3591183979293,0.16300647269077198,1133.9839800719483
692,0.0,757.7233446861956,0.16083883489713308,1131.5085542219267
693,0.0,870.0832999836929,0.15870002219250137,1128.9848390624093
694,0.0,-145.24806357906846,0.15658965126111438,1127.6315401039064
695,0.0,2283.7876999934624,0.15450734388456344,1115.7018727749573
696,0.0,-247.58828826416652,0.15245272687400854,1129.0746613165556
697,0.0,-588.7244164047113,0.15042543200329445,1116.0789499804714
698,0.0,-715.0326381843352,0.14842509594295633,1099.529737309589
699,0.0,-1267.6272232134042,0.1464513601951032,1081.6648139951685
700,0.0,1658.3144952146704,0.14450387102916679,1058.0436970866958
701,0.0,1709.7907874893112,0.14258227941850543,1064.9011397451814
702,0.0,3241.8790511170846,0.14068624097785046,1072.2947937815288
703,0.0,1452.0553988437985,0.13881541590158497,1095.647700563999
704,0.0,-107.7734503726474,0.13696946890284287,1100.3566109686217
705,0.0,907.0161237397674,0.1351480691534182,1088.8173041939062
706,0.0,-330.92247347754255,0.13335089022447325,1087.8487221495288
707,0.0,1932.1846181687745,0.13157761002803536,1073.9849463841374
708,0.0,2078.0745778985756,0.12982791075927172,1083.6952028233945
709,0.0,545.794388883683,0.12810147883953155,1094.9251463431738
710,0.0,1917.0249983138906,0.12639800486014585,1090.193837894045
711,0.0,1662.9727480529714,0.12471718352697482,1099.7461816264822
712,0.0,1816.6214959461645,0.12305871360569212,1106.6521477520346
713,0.0,915.5726817919876,0.12142229786779725,1115.1586216681399
714,0.0,1260.8225938477244,0.11980764303734555,1114.2791704368065
715,0.0,1510.083513362369,0.11821445973838676,1116.9960724560542
716,0.0,25.574201386513664,0.11664246244310252,1122.3094423869115
717,0.0,1452.562808054662,0.11509136942063347,1112.1591736513537
718,0.0,548.9240566436008,0.11356090268658695,1116.8733695685914
719,0.0,1445.0401090863886,0.1120507879532162,1112.1746618252955
720,0.0,711.912068873939,0.11056075458026175,1116.8104962949446
721,0.0,2482.6839872359415,0.10909053552644717,1113.8095803457154
722,0.0,1200.3056637618968,0.10763986730161897,1129.2542052127556
723,0.0,869.7625589984011,0.1062084899195239,1131.3407225436085
724,0.0,2992.4297661750825,0.10479614685121341,1129.9840825331748
725,0.0,2004.7628513947848,0.10340258497906836,1150.738559264164
726,0.0,1098.3806186727136,0.10202755455143457,1161.2048389661913
727,0.0,1366.5359636373491,0.10067080913786211,1162.2296370773674
728,0.0,1210.700388805754,0.09933210558493961,1166.047720031922
729,0.0,-959.865255116755,0.09801120397271579,1168.2425157486477
730,0.0,911.6492529441457,0.09670786757170073,1147.8272526745159
731,0.0,1293.904365129091,0.09542186280043881,1146.9069323926833
732,0.0,1288.5109390258317,0.09415295918364582,1149.9684361961126
733,0.0,-20.04528342783169,0.09290092931090295,1152.9737584776303
734,0.0,1293.406869673667,0.0916655487958998,1142.3482867752573
735,0.0,1412.7135391287625,0.0904465962362196,1145.4046083343574
736,0.0,703.2621438429642,0.08924385317365915,1149.7037077002833
737,0.0,866.2693607126004,0.08805710405507645,1146.6126883653133
738,0.0,725.0119478833585,0.08688613619375891,1145.2196608727363
739,0.0,1949.9903735060893,0.08573073973130531,1142.3552019965218
740,0.0,428.2226981890316,0.08459070760001482,1152.2509350538776
741,0.0,2611.1283663180884,0.08346583548577585,1146.294921493347
742,0.0,996.871631535183,0.08235592179144877,1163.0775086424937
743,0.0,251.21257753799773,0.08126076760073535,1163.0449214709852
744,0.0,1267.026932387092,0.08018017664252872,1155.2450524870055
745,0.0,1659.1714894056456,0.07911395525573739,1158.0265830327053
746,0.0,833.5201883398046,0.07806191235457711,1164.8929527140135
747,0.0,683.5986022590864,0.07702385939432425,1163.1587880092193
748,0.0,-438.25113726957557,0.07599961033752457,1159.8629401160852
749,0.0,2199.347158551852,0.07498898162065129,1144.8811574361935
750,0.0,970.3772718462651,0.07399179212120686,1157.3743570044417
751,0.0,559.2753793829152,0.07300786312526168,1157.0657869195074
752,0.0,715.2533177472916,0.07203701829542497,1152.4749054547465
753,0.0,-790.3709101315374,0.07107908363924141,1149.5087941812799
754,0.0,3479.160102256189,0.07013388747800796,1130.8590972007441
755,0.0,2284.7010399607047,0.06920126041600543,1156.6836815992438
756,0.0,2190.3313760147225,0.06828103531013925,1170.0659840988355
757,0.0,360.74043784450726,0.06737304723998389,1182.4652692656555
758,0.0,712.5935058080668,0.06647713347822566,1175.8063154932024
759,0.0,1217.877650238341,0.06559313346149859,1172.8124978453698
760,0.0,37.67830359797108,0.0647208887616081,1175.0820567020191
761,0.0,2209.1404736252807,0.06386024305713736,1165.0578723644976
762,0.0,79.65239337034427,0.06301104210543122,1177.6530856314275
763,0.0,2304.2053325191414,0.0621731337149528,1168.0661313957025
764,0.0,2575.392940106154,0.06134636771800741,1181.6516036094426
765,0.0,335.71705224906293,0.060530595943829556,1198.0619467355482
766,0.0,317.5167151928223,0.059725672192027596,1191.142332696476
767,0.0,975.1793899834879,0.05893145220638158,1184.0331318130675
768,0.0,415.8721005150468,0.05814779364898959,1183.774583792062
769,0.0,-102.99061890368785,0.057374556074757714,1177.6899181724275
770,0.0,1122.9322662742175,0.056611600906229596,1166.2004325588487
771,0.0,10.111869015191928,0.05585879140875032,1167.4809769992044
772,0.0,1296.465222588392,0.0551159926659608,1157.1696423014455
773,0.0,2464.8817056582616,0.05438307155561797,1160.2578217034097
774,0.0,2585.24113796076,0.053659896725736594,1175.51700613735
775,0.0,2344.983819390617,0.052946338571048135,1192.029934657774
776,0.0,1854.3105869450237,0.052242269209773096,1206.0401827764272
777,0.0,2087.362617426858,0.05154756246070169,1214.9392513904368
778,0.0,1707.9202394952729,0.05086209382057978,1226.2659453219658
779,0.0,1241.7662620616052,0.05018574044179529,1233.6401144833762
780,0.0,-406.7723291435375,0.049518381110361324,1236.1585130465173
781,0.0,633.6569220618583,0.04885989622419229,1221.5046346179388
782,0.0,105.14415654200764,0.04821016777166866,1217.688560889419
783,0.0,2330.3771514379932,0.04756907931048689,1208.3671458533972
784,0.0,1386.5534544577242,0.046936515946790665,1222.2252411808768
785,0.0,-539.16220972364,0.046312364314579475,1226.251839664812
786,0.0,-2302.633313158017,0.0456965125553912,1210.218899980191
787,0.0,167.57908033169463,0.045088850298254816,1175.816469634794
788,0.0,830.0568264427743,0.044489268639909596,1167.1454183882488
789,0.0,719.9879873192899,0.04389766012528755,1165.3751769970277
790,0.0,873.6983862253102,0.04331391872825523,1162.4583851982716
791,0.0,1100.695621262462,0.04273793983261169,1161.14274338812
792,0.0,-121.2969328226377,0.04216962021333926,1162.1916561096004
793,0.0,2729.3837156544837,0.04160885801810343,1150.5114797260321
794,0.0,543.2642251705881,0.04105555274899892,1168.5258934307694
795,0.0,-508.7561418930486,0.0405096052445384,1163.7682291096262
796,0.0,-324.49977356917384,0.03997091766188083,1148.0520192982422
797,0.0,-183.02160445996674,0.039439393459295966,1134.2551466568948
798,0.0,2625.6318514012064,0.0389149373788622,1121.9320049437702
799,0.0,308.6373804120892,0.03839745542939448,1138.8656700625343
800,0.0,1134.0694502205597,0.037886854869599106,1131.6639761084934
801,0.0,170.18056635004257,0.03738304419145272,1133.0605328816218
802,0.0,2700.568234934536,0.03688593310380222,1124.4165804477689
803,0.0,1638.5107234966613,0.0363954325161828,1142.1308328950017
804,0.0,1869.7897495470602,0.035911454522851126,1148.7819862647575
805,0.0,1125.8725115461507,0.03543391238703095,1157.8422961558717
806,0.0,971.6202055587968,0.03496272052536805,1159.153468151144
807,0.0,1589.5048137772537,0.034497794492592125,1158.8578452923812
808,0.0,749.170199873742,0.03403905096638247,1164.9985204358945
809,0.0,1069.7729855087368,0.033586407732434945,1162.3857100179157
810,0.0,711.5023746417387,0.033139783669727564,1163.1125119502958
811,0.0,2309.788989025703,0.03269909873598205,1160.1073283528149
812,0.0,1947.0396088077296,0.032264273953318615,1173.7509636551695
813,0.0,1524.4838444141503,0.031835231394101646,1183.6159595802492
814,0.0,1939.6710355227992,0.03141189416697345,1189.0793329595654
815,0.0,2351.995990715601,0.03099418640307389,1198.86757291293
816,0.0,1317.33425994747,0.030582033242443154,1212.950864482882
817,0.0,2429.8225401349,0.030175360820605415,1216.2564296906676
818,0.0,846.0140093003879,0.02977409625533084,1231.1504144837381
819,0.0,370.90249695589443,0.0293781676335737,1229.5463937472832
820,0.0,772.9951965217732,0.028987503998584133,1222.9932947572415
821,0.0,1259.6422438752024,0.0286020353371913,1220.6286613876764
822,0.0,-335.0943146157358,0.02822169256725569,1223.3332680947078
823,0.0,626.4644068054961,0.02784640752528823,1209.4260356507948
824,0.0,1516.655292805018,0.0274761129542341,1205.535039888351
825,0.0,1386.3590529540538,0.0271107424914189,1210.9168658550716
826,0.0,1382.5562717778464,0.02675023065665528,1214.941439323342
827,0.0,1242.3463543126336,0.026394512840507468,1218.9264004876968
828,0.0,2005.129014680378,0.026043525292712175,1221.450841678452
829,0.0,2382.058361902574,0.02569720511075321,1231.9209355813728
830,0.0,-1508.3413879759642,0.02535549022858816,1246.3173768511933
831,0.0,-183.98090913570013,0.025018319405524986,1220.188820726442
832,0.0,1131.623757157019,0.024685632215246476,1207.8556862562782
833,0.0,612.9199469444834,0.024357369034980727,1209.2267670599995
834,0.0,464.16683217066816,0.024033471034815557,1205.1946831740024
835,0.0,1432.5764903679083,0.023713880167155105,1199.6130876757816
836,0.0,2984.0484245402936,0.023398539156316536,1204.1190927837815
837,0.0,733.936461200874,0.023087391488265198,1224.786263872742
838,0.0,1495.3680686710827,0.02278038140048618,1222.0147686769196
839,0.0,1778.361589547863,0.022477453871990658,1227.1748527255768
840,0.0,498.9683851628527,0.022178554613455033,1235.2827859500321
841,0.0,916.9939870704693,0.021883630057491266,1230.0637066288145
842,0.0,1155.576388461577,0.02159262734904663,1229.1990606607997
843,0.0,-312.4439773537267,0.021305494335931013,1230.819648040606
844,0.0,1880.6277574154085,0.021022179559470295,1217.1483566098395
845,0.0,1093.7198811980857,0.020742632245283974,1226.3215624162513
846,0.0,1364.8644995269572,0.020466802294185436,1227.2978111787288
847,0.0,1878.4469471122611,0.020194640273203227,1231.0984830488032
848,0.0,2221.8273304173576,0.019926097406721747,1240.2489720812227
849,0.0,2933.279276581563,0.01966112556773974,1252.9763401064047
850,0.0,1283.6446404228618,0.019399677269244995,1273.1146659041278
851,0.0,116.7700235544171,0.019141705655703837,1276.069297575199
852,0.0,404.2415810909389,0.018887164494663697,1266.868985320556
853,0.0,1131.1485120866332,0.018636008168467392,1260.6631684569202
854,0.0,1780.7535703855424,0.018388191666077608,1262.0292987911598
855,0.0,1349.5338859923863,0.018143670575010054,1270.1621484826737
856,0.0,840.4097189732158,0.017902401073373944,1273.803126461762
857,0.0,1370.7143848071285,0.017664339922018265,1272.1407277010658
858,0.0,2093.8774664551106,0.01742944445678254,1276.002335876139
859,0.0,-422.781796768556,0.01719767258085061,1287.3968928183822
860,0.0,123.46218125361122,0.0169689827572061,1272.5762491020432
861,0.0,2367.226087201976,0.016743334001188222,1263.445646823433
862,0.0,2272.909314261399,0.016520685873146524,1277.6875852317862
863,0.0,-84.99718507563875,0.01630099847119344,1290.9470572553437
864,0.0,1765.3721462615842,0.016084232424053043,1279.645003244139
865,0.0,444.4071750809154,0.01587034888400505,1287.6176297676975
866,0.0,590.146532875855,0.015659309519922556,1281.8302045081236
867,0.0,2353.76639727394,0.015451076510402405,1277.5608975589112
868,0.0,1516.2712357095984,0.015245612536986907,1291.6626308638497
869,0.0,-132.38129354697526,0.01504288077747566,1297.0404562358253
870,0.0,708.9740123778532,0.014842844899326373,1285.244817761377
871,0.0,236.23306585932028,0.01464546905314336,1282.21329705698
872,0.0,1794.3062332359266,0.014450717866252712,1274.2573914930144
873,0.0,-1030.4960177965127,0.01425855643636286,1282.5314147558875
874,0.0,649.9414821907637,0.014068950325309434,1261.380414570509
875,0.0,1366.5639568643937,0.013881865552883316,1257.733971676662
876,0.0,743.1950337709084,0.013697268590740786,1261.5523462273322
877,0.0,506.68119668329945,0.013515126356394621,1258.87729449578
878,0.0,2838.784753545342,0.013335406207285107,1253.7385569612306
879,0.0,640.667601714759,0.013158075934929906,1272.8925648106597
880,0.0,1806.8479406390372,0.01298310375915172,1269.1495189951893
881,0.0,2183.2375021585167,0.01281045832238269,1277.554185043513
882,0.0,-649.7330985784349,0.012640108684044575,1289.879575690995
883,0.0,1303.560430244785,0.012472024315003622,1272.6948559141365
884,0.0,1942.360857947137,0.012306175092099214,1275.856943729188
885,0.0,81.72480261062879,0.012142531292745236,1285.6732026661357
886,0.0,5.8829156282099575,0.011981063589603266,1276.1078360266638
887,0.0,1409.4083502229664,0.011821743045326594,1265.752449731126
888,0.0,1482.9893453496845,0.011664541107374127,1270.0171200459463
889,0.0,1693.565828451704,0.01150942960289324,1275.0482590600059
890,0.0,1431.3463616234303,0.011356380733670747,1282.2729031063773
891,0.0,1322.3657160960174,0.011205367071150902,1286.766094373288
892,0.0,-71.26235442801067,0.011056361551519768,1290.1240705826222
893,0.0,1897.8566003526748,0.010909337470854865,1278.9650877239983
894,0.0,3276.62663146916,0.010764268480339376,1288.3177606443369
895,0.0,2259.102001604061,0.010621128581539942,1312.0326213888075
896,0.0,1359.374853006482,0.010479892121747297,1325.1482672388502
897,0.0,451.3326940290118,0.010340533789378862,1328.8917552910025
898,0.0,140.85254762057014,0.010203028609442442,1323.1764708538049
899,0.0,650.4243561100628,0.01006735193906027,1314.2270182248521
900,0.0,2182.425768711305,0.009933479463052562,1310.5856052676645
901,0.0,1300.226749104505,0.009801387189579838,1322.9025403584092
902,0.0,-278.7320517300752,0.00967105144584311,1326.0299023282496
903,0.0,-1078.481111618295,0.009542448873841359,1312.709776789392
904,0.0,1621.1378675814353,0.009415556426185327,1291.0589318767015
905,0.0,1438.270789435824,0.009290351361967035,1297.5291179973447
906,0.0,1124.6039260296977,0.00916681124268422,1302.0944387206328
907,0.0,323.2056663040303,0.009044913928218956,1303.3923962834415
908,0.0,27.275191962620283,0.008924637572869763,1296.3424553074437
909,0.0,595.084968488531,0.008805960621436465,1286.209905223719
910,0.01,1790.0385420843525,0.01868886180535714,1284.186145978323
911,0.0,1096.4003718045165,0.01841853655079214,1290.1401655747086
912,0.0,206.19756578661497,0.018152143535090544,1291.1443361143374
913,0.03,586.6878184894312,0.047889625243948256,1281.5317128042952
914,0.04,543.35230273513,0.08716581811890015,1277.6104021623742
915,0.04,366.61900415130435,0.12583250472272614,1273.0845792414511
916,0.04,722.8936307940174,0.16389880595996845,1267.4420410595267
917,0.03,2840.262487405499,0.1913737060724129,1266.5181006492421
918,0.05,2500.6890940053445,0.2384214276545054,1285.2545282608535
919,0.04,1963.9191142448185,0.27473744317218257,1299.2081487048763
920,0.04,-1028.8292758624004,0.31048825079801956,1306.7664916309368
921,0.03,1679.6260281298594,0.3356823076740727,1288.1412907138092
922,0.03,-14.719210155826659,0.36048365600900556,1294.2569941227375
923,0.02,1177.5633918300002,0.3748981617519565,1284.4882840459468
924,0.0,264.7708567553693,0.36908748485029064,1286.2521279744142
925,0.01,1352.1703870057008,0.37336690600644157,1278.6424474263713
926,0.0,2260.602282490051,0.36757897565097253,1282.2256283275728
927,0.02,1188.06384828118,0.38188080524061596,1295.4080231337339
928,0.03,1269.2661207790134,0.4059585567705204,1297.3804058838105
929,0.03,1742.8168177588423,0.42965926124237075,1300.2679057263413
930,0.02,-100.67348539743239,0.44298856572792683,1307.2487368666825
931,0.02,420.8052739993436,0.45610851212714904,1296.136421490004
932,0.02,3064.01980279716,0.4690222165971571,1290.8111947211273
933,0.03,-179.42601141749992,0.49173274885604945,1311.0555662000206
934,0.01,2691.900852382968,0.49408639576046276,1299.6858305691258
935,0.0,1117.9016178254196,0.4864021531567019,1316.9576530254908
936,0.0,1012.3451494695341,0.4788374531759221,1318.1857948778434
937,0.0,286.2118536880737,0.47139043565471295,1318.3143901848198
938,0.0,417.3294088187823,0.4640592693811916,1310.8790969940692
939,0.0,1501.2806627351476,0.45684215164431824,1304.809611669265
940,0.0,-192.81013830365623,0.44973730779023086,1310.0312852394236
941,0.0,1479.8837248310106,0.4427429907854855,1297.6061796320919
942,0.0,394.32861201631124,0.43585748078709746,1302.6049684324153
943,0.01,883.9002738993636,0.4390790847192774,1296.2821674790484
944,0.0,1029.4747185330993,0.432248533916718,1295.098487726429
945,0.0,2221.129347650548,0.42552427337166887,1295.405516044486
946,0.0,1487.8918341141775,0.4189046486899673,1308.125613415843
947,0.0,6.455302946307825,0.41238803123341167,1313.2078200211981
948,0.0,1822.8950920831371,0.4059728177187124,1302.8583960935557
949,0.0,3085.590208571267,0.39965742982268837,1311.4302199694193
950,0.0,2272.237417301037,0.3934403137936132,1333.155117975375
951,0.0,1682.6248562163594,0.3873199400686133,1346.4075910722604
952,0.0,564.1237208398845,0.38129480289702344,1353.5182666578457
953,0.0,2073.927077328567,0.37536341996961037,1348.9778887499288
954,0.0,-371.32864863323744,0.3695243320535685,1360.1646291387697
955,0.01,1837.7044677789463,0.3737761026332015,1345.9962802740665
956,0.0,1088.3626467820766,0.36795866514515546,1354.5196872891865
957,0.01,641.7291998227358,0.372231796922086,1355.3901752503552
958,0.02,-546.9549586056457,0.3864352587130084,1351.329527412052
959,0.01,-971.5004152260562,0.3904111791599283,1335.6878057859813
960,0.0,926.7644160352177,0.3843220310826202,1315.616679473138
961,0.0,2055.341952976326,0.3783278832354296,1314.8538088068362
962,0.0,1111.33768919073,0.3724272530634825,1325.84695415034
963,0.0,1408.4527856650695,0.3666186811539306,1327.0067217460764
964,0.0,-262.19293406026077,0.360900730874636,1331.2614382634201
965,0.0,951.8643888557657,0.3552719880185013,1318.1135952002933
966,0.0,1011.1034798601476,0.3497310604533504,1317.6121825842074
967,0.0,1163.926723140931,0.34427657777727877,1317.7278438327485
968,0.0,1016.1591984592075,0.33890719097938454,1319.4354138654653
969,0.0,354.5793081905674,0.3336215721057989,1319.603738849417
970,0.0,2212.598989984248,0.3284184139309298,1312.8806066430643
971,0.0,2207.8203111231346,0.3232964296338415,1325.5118461220682
972,0.0,1533.3161095936057,0.3182543524796857,1338.0933076962683
973,0.0,292.9143724193093,0.31329093550610804,1343.648683837866
974,0.0,1049.821674318383,0.3084049512145525,1336.283208550567
975,0.0,1127.2180456862768,0.30359519126638485,1336.802184324717
976,0.0,1385.2006876170149,0.29886046618376083,1338.1273723006143
977,0.0,-18.476240499846426,0.294199605055168,1342.139879463295
978,0.0,2494.694765672795,0.289611455245563,1331.5307519580892
979,0.0,777.5413457896448,0.28509488211103534,1347.1004891005105
980,0.0,1301.973382563509,0.2806487687179295,1344.783211452488
981,0.0,-451.5578518466857,0.27627201556634884,1347.928767520858
982,0.0,973.9311771950618,0.2719635403179805,1332.808373230786
983,0.0,-593.1255304486372,0.2677222775281683,1332.5368229932355
984,0.0,-985.8306213046644,0.2635471783821709,1315.9417653843975
985,0.0,2775.020862667956,0.25943721043553636,1295.2560297458058
986,0.0,-48.796954629370475,0.2553913573585328,1313.7458303985968
987,0.0,31.500969545846715,0.2514086186845683,1302.8208621212088
988,0.0,691.5411468185277,0.24748800956253983,1292.7323305539758
989,0.0,1862.6456038241467,0.24362856051304893,1289.519217500003
990,0.0,-272.1731560388346,0.23982931718842432,1298.5051092065078
991,0.0,2861.445905779049,0.2360893401364918,1285.2533054977685
992,0.0,1268.9413716264319,0.2324077045680318,1304.6433670163005
993,0.0,-230.90330003225517,0.22878350012786985,1307.4448396374119
994,0.0,2304.6771651380195,0.22521583066953946,1294.622930262074
995,0.0,2207.761233039481,0.2217038140334645,1308.2133173989296
996,0.0,712.4911895208772,0.21824658182860548,1320.7941635764273
997,0.01,1540.3676907291556,0.22484327921751465,1317.924018938087
998,0.0,1193.5278410993026,0.22133062273608803,1323.372405237793
999,0.03,561.521958807826,0.2478728647305774,1325.1128769381576
1000,0.05,1189.8900682098829,0.29398126607050246,1321.1240723975607
1001,0.02,654.2607403701444,0.30933719902016155,1322.7205689029324
1002,0.0,1572.0651350213316,0.30444091498671866,1319.3064224347181
1003,0.01,547.298295235673,0.3096221792155294,1325.1895464199515
1004,0.02,1153.3403462508827,0.3247167645902837,1320.6454793240464
1005,0.01,358.78664889424044,0.32956293418284166,1322.0611548054258
1006,0.01,1575.6533101020118,0.33432777220464593,1315.638302559013
1007,0.01,96.25763079335923,0.33901254751268006,1321.347617661122
1008,0.0,110.31852673596666,0.333618509131463,1312.1651622681056
1009,0.0,819.1042035340776,0.32831035113883206,1302.8976469216068
1010,0.0,1171.1955273942237,0.32308670535734807,1301.0133157084183
1011,0.0,1008.397222481857,0.3179462254191824,1302.7966024521102
1012,0.0,619.5824640989335,0.3128875864182603,1302.88407351963
1013,0.0,-733.7555194859845,0.30790948456795536,1298.9213908539914
1014,0.01,506.6876565797513,0.31301063686424613,1280.7796372067223
1015,0.0,692.9038160989023,0.3080257529483173,1275.7736214845954
1016,0.0,854.7164090322427,0.3031203087102878,1272.574702902295
1017,0.0,361.2674298753351,0.2982930373943402,1271.061332163048
1018,0.0,1969.3242660320939,0.2935426924566783,1264.4078678909136
1019,0.0,523.3131110219854,0.2888680472428425,1274.5049956620824
1020,0.01,557.8912449209037,0.2942678946701806,1269.4615281123351
1021,0.01,1576.1388218314733,0.2995764519841458,1265.0796020939233
1022,0.0,1752.6192425667264,0.29479516456008714,1270.9218369757054
1023,0.0,2327.106350284432,0.2900902396924332,1278.7616207524443
1024,0.0,1615.3680716715608,0.2854604569850257,1292.5856452345724
1025,0.0,-237.83304896205368,0.28090461555785595,1298.9957293144835
1026,0.0,644.5809572251164,0.2764215337347802,1286.1016350544633
1027,0.01,1062.783841368899,0.28201004873623603,1282.4109085042528
1028,0.0,-798.0586447332855,0.277503754822927,1283.046879494248
1029,0.0,-987.8308448935329,0.27306951879827107,1264.3171019449437
1030,0.0,1085.6742085152043,0.26870618764233434,1243.6105306439676
1031,0.0,1670.7132340605233,0.26441262679695393,1244.5029703160017
1032,0.01,1828.6856922774848,0.2701877198699497,1251.6487567109652
